Geneid	L11B	L12B	L13B	L14B	L15B	L1A	L2A	L3A	L4A	L5A	L1N	L2N	L3N	L4N
Foxb2	0	3	0	2	3	1	0	3	5	3	0	0	2	0
Vps13a	14	40	19	43	52	20	14	38	78	61	21	26	21	10
LOC110340416	0	4	3	2	6	1	1	2	7	5	1	1	1	0
Gna14	16	33	15	48	53	19	10	40	94	67	23	28	19	17
LOC101835809	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836070	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101825355	24	47	18	100	84	23	22	66	167	118	27	34	26	19
Cep78	6	17	6	8	15	11	6	15	21	24	11	17	21	5
Psat1	4	5	0	12	4	9	4	9	13	15	5	10	8	5
LOC101825609	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Trnak-cuu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836840	7	4	1	8	5	20	9	4	17	27	8	17	16	8
LOC101837097	0	0	0	0	0	1	0	1	1	1	0	0	1	0
LOC101825872	26	45	13	74	41	47	23	46	94	87	42	63	57	35
LOC101826481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101826744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101827797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101838165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106020825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101838435	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101838697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101838963	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101828587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106020828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110341883	0	1	0	0	0	0	0	1	1	0	0	0	0	0
LOC101829651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106020991	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101839505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106020995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106021000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106020832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101840046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101828848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101840313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpxn	5	7	11	15	17	43	33	36	64	63	18	29	33	10
Zfp91	94	144	173	156	184	320	138	138	255	294	231	326	323	167
Cntf	1	0	0	4	2	1	2	1	4	4	1	5	3	2
LOC101841125	4	1	5	6	4	3	1	9	11	7	5	2	4	1
LOC101841395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101831003	0	0	0	0	1	0	0	0	2	1	0	0	0	0
LOC101831264	0	0	0	1	0	0	1	0	2	0	1	0	0	0
LOC101841659	10	19	17	27	21	44	34	23	57	62	25	38	49	9
LOC110340423	3	2	1	0	0	3	1	0	3	2	1	5	4	1
LOC106022413	4	4	7	15	3	9	5	9	24	20	5	7	5	8
LOC101841927	3	4	2	13	8	1	1	8	22	14	4	1	4	1
LOC110341888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx4	17	24	16	19	23	50	13	19	33	31	25	38	33	19
LOC101831799	33	37	35	59	50	112	73	48	150	145	51	75	97	41
LOC101842193	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101842463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101842731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101842993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101843254	2	7	1	5	6	2	0	6	12	9	1	0	2	1
LOC101832060	0	0	0	3	0	0	1	0	0	0	0	0	0	0
LOC101843528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101844062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101832835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101844329	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101844596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101833360	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LOC101844859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101822516	0	0	0	1	1	0	0	1	1	1	0	0	0	0
LOC101833629	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101822791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnak-uuu	0	1	1	2	2	0	0	3	6	1	1	0	0	0
Gtpbp6	7	6	9	10	8	20	9	15	23	17	20	26	23	11
Trnaf-gaa	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340438	4	9	1	15	12	3	1	8	19	13	4	4	0	0
Trnak-uuu_1	2	0	0	0	0	0	0	0	0	1	1	0	0	1
Trnaf-gaa_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnaf-gaa_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbp	22	22	20	23	31	37	16	30	53	42	25	38	37	16
LOC106021056	0	0	0	1	1	0	0	0	3	1	0	0	0	0
Patl1	14	20	17	15	37	30	14	19	38	44	32	61	45	23
LOC106021470	14	14	24	24	16	36	19	18	41	32	29	29	37	12
LOC101833882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101834138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx3	16	26	30	30	32	47	28	33	64	58	27	34	40	26
Mrpl16	29	59	58	64	75	110	49	58	103	115	78	118	78	32
Gif	16	32	33	34	33	31	16	23	22	39	44	60	44	19
LOC101823854	0	1	0	2	2	0	1	1	0	0	0	0	0	0
LOC101824114	1	1	0	0	0	1	1	1	2	3	0	0	1	1
Ms4a3	3	5	1	7	10	3	4	6	10	12	0	4	4	1
Ms4a2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC106021178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6a	2	6	4	10	5	21	15	26	68	36	7	7	1	3
LOC110340448	37	28	53	59	30	250	154	151	462	278	46	61	67	28
LOC101824907	3	5	5	8	4	32	16	21	50	35	7	7	11	1
LOC101825174	4	2	6	5	4	31	15	16	40	23	9	7	6	2
LOC101835977	0	0	0	0	1	0	0	1	1	1	0	1	0	0
Ms4a7	4	10	3	11	22	9	8	20	56	43	5	10	7	4
Ms4a14	2	0	2	0	1	0	0	2	5	2	0	0	0	0
Ms4a5	3	1	2	5	5	2	1	9	13	7	3	3	1	0
Ms4a1	21	30	30	33	27	40	15	16	39	36	26	62	56	33
Ms4a12	2	5	2	6	2	1	1	2	12	8	0	0	0	1
Ms4a13	4	7	4	17	15	6	1	17	16	23	4	4	3	2
Ms4a8	0	1	0	0	0	0	0	2	1	0	0	0	0	0
Ms4a18	3	7	0	7	8	2	1	13	24	17	1	1	2	2
Ms4a15	5	1	2	19	11	6	2	12	27	18	3	7	3	3
Ms4a10	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ccdc86	9	11	10	14	5	30	9	6	29	32	14	27	15	2
Ptgdr2	2	0	0	1	0	0	2	0	2	1	0	0	0	0
Zp1	2	0	1	2	1	2	2	4	8	5	4	2	2	0
Prpf19	16	17	23	15	20	39	25	19	41	39	27	38	34	19
Tmem109	14	32	22	18	26	51	29	16	55	49	40	45	42	29
Tmem132a	6	3	3	11	6	18	8	10	15	8	13	20	25	10
LOC110340461	0	0	0	3	0	3	0	2	1	2	1	2	1	0
Slc15a3	12	16	12	27	30	45	34	38	94	77	22	40	25	12
LOC101839076	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cd6	4	5	4	2	15	8	7	8	14	11	10	10	7	4
LOC106021018	2	9	5	4	14	4	9	9	25	21	2	3	1	2
Cd5	3	1	0	4	2	7	3	3	5	7	1	5	2	2
Vps37c	14	27	16	30	48	40	24	28	68	55	29	34	40	16
LOC101840051	3	7	1	15	11	3	1	8	26	13	2	3	4	0
Vwce	1	1	2	4	3	1	0	3	5	9	1	0	0	1
Ddb1	30	52	23	48	42	63	31	46	77	81	47	73	70	35
Tkfc	6	17	3	18	12	12	3	13	34	22	7	9	12	3
LOC101841130	1	0	0	0	2	1	0	0	1	1	2	0	5	1
Tmem138	5	5	1	9	4	2	1	11	8	7	1	8	0	2
Tmem216	3	4	11	5	6	10	7	10	9	9	6	12	3	4
Cpsf7	23	38	34	57	42	50	32	40	72	92	55	70	62	33
Sdhaf2	33	26	32	41	47	78	34	36	75	62	56	62	56	34
Ppp1r32	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Lrrc10b	2	9	4	8	4	6	4	0	5	4	4	2	1	1
Syt7	2	1	1	4	3	0	0	2	7	3	1	0	1	2
LOC101828846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dagla	3	1	1	3	2	2	1	2	7	6	0	1	2	0
Myrf	0	2	1	0	2	1	0	1	3	1	0	1	1	0
Tmem258	80	83	123	100	121	190	112	86	195	207	162	201	138	81
Fen1	2	2	6	6	3	17	7	4	12	13	12	15	11	4
Fads1	25	53	42	57	59	59	25	19	99	82	48	70	66	15
Fads2	27	64	39	79	53	45	35	44	76	88	47	91	88	40
Fads3	7	11	19	12	16	15	11	5	24	30	14	22	29	10
Rab3il1	8	11	8	6	13	23	8	18	40	32	19	9	10	7
Best1	3	2	0	1	0	0	0	1	3	1	0	0	0	1
Fth1	2575	3065	3260	3400	3861	6197	3913	3814	6385	6197	4082	4950	4309	2730
Incenp	1	3	0	3	3	2	3	4	4	3	1	2	1	1
Asrgl1	6	12	5	13	20	1	3	8	23	25	2	5	2	2
Ahnak	0	0	1	1	0	0	0	0	0	1	0	1	1	0
Eef1g	3	1	2	6	3	6	2	4	4	2	6	2	6	3
LOC110340556	2	6	2	6	9	4	1	1	8	10	4	5	1	0
Tut1	1	2	5	8	6	4	4	3	12	8	2	10	3	2
Mta2	22	35	29	47	38	64	34	34	54	85	57	86	86	44
LOC106021080	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Eml3	23	37	13	48	38	37	17	34	67	76	42	84	72	24
Rom1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ganab	9	12	9	19	18	9	13	15	45	30	16	27	19	9
Ints5	4	2	5	9	8	18	4	4	9	14	11	12	13	6
CUNH11orf98	44	40	57	57	77	159	64	63	116	123	95	120	104	62
Lbhd1	0	1	0	2	1	0	1	1	2	1	0	1	1	2
Ubxn1	56	83	108	90	116	253	113	114	258	247	130	238	210	112
Lrrn4cl	0	2	2	0	2	2	0	2	5	3	0	2	0	1
Bscl2	14	22	14	17	17	44	17	24	42	33	15	25	26	9
LOC106021538	1	3	3	2	5	5	1	1	5	4	2	1	4	2
Gng3	0	0	0	0	0	1	1	0	0	1	0	1	1	0
Hnrnpul2	5	4	5	11	12	7	6	4	9	13	4	18	8	11
Ttc9c	9	10	17	16	11	16	8	15	26	27	22	18	12	12
Zbtb3	0	1	1	1	0	4	0	0	1	0	0	1	0	1
Polr2g	2	0	1	1	1	0	0	0	4	2	0	0	0	0
Taf6l	3	9	10	9	7	18	8	13	11	16	14	13	12	8
Tmem179b	2	19	17	20	11	26	14	5	23	25	19	30	19	11
Tmem223	16	6	10	6	11	30	9	7	27	24	12	23	15	9
Nxf1	13	22	9	21	32	30	10	24	40	43	17	42	44	18
Stx5	26	31	20	47	56	45	21	50	84	88	41	55	37	18
Wdr74	28	26	33	33	36	53	32	31	65	43	46	57	54	27
LOC106021977	7	17	20	24	34	41	24	28	47	46	47	43	35	20
Slc3a2	3	12	9	16	12	38	22	22	43	31	12	22	13	10
Chrm1	2	2	2	9	7	1	1	11	22	22	2	4	2	0
Slc22a6	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC110340611	0	0	0	1	0	7	3	5	5	5	3	2	1	0
Slc22a8	2	5	2	1	9	1	0	2	10	6	2	3	3	3
LOC101829652	4	7	5	18	6	3	0	14	41	22	4	3	2	0
LOC106022588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101830108	4	10	3	12	8	1	0	6	23	17	2	3	3	1
Hrasls5	5	3	2	12	13	2	0	6	19	12	2	3	4	4
Lgals12	1	4	4	4	9	5	0	2	7	6	8	7	0	1
LOC101830643	59	73	71	110	94	230	151	195	309	276	145	171	133	73
LOC106022596	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Atl3	3	5	5	12	14	8	6	13	20	20	10	15	12	7
Rtn3	39	61	44	75	95	85	58	44	145	118	67	73	80	44
CUNH11orf95	13	17	12	22	26	29	13	8	35	29	31	62	36	25
CUNH11orf84	1	2	3	7	12	9	5	5	12	15	6	7	9	3
Mark2	51	75	49	85	99	96	64	70	160	140	69	125	121	61
Rcor2	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Naa40	0	1	2	2	1	1	1	2	2	1	0	1	1	0
LOC101832408	239	315	266	300	368	509	234	311	489	575	482	618	455	239
Otub1	35	58	50	62	62	101	61	70	112	128	71	96	97	34
Macrod1	24	37	16	56	54	25	11	47	132	88	31	40	33	22
Flrt1	8	9	11	22	23	14	3	18	40	41	4	16	15	6
Stip1	37	71	68	75	93	154	71	81	126	126	103	140	141	60
Fermt3	21	38	22	40	37	50	21	30	75	69	32	41	35	17
Trpt1	5	3	4	7	2	9	4	7	9	6	7	6	14	5
Dnajc4	6	8	17	7	13	22	13	10	20	21	12	24	17	14
Vegfb	4	14	11	12	12	15	9	9	15	18	16	32	13	12
Fkbp2	37	52	46	44	54	102	49	35	106	85	60	68	64	45
Ppp1r14b	36	62	55	51	68	147	69	68	128	119	83	118	116	45
Plcb3	6	15	16	13	11	22	17	17	18	29	32	45	43	16
Bad	22	25	32	22	31	51	18	23	37	36	39	47	49	28
Gpr137	3	2	4	1	4	7	1	2	8	6	5	6	3	1
Kcnk4	2	4	1	1	2	0	3	1	0	3	1	2	1	3
Catsperz	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Esrra	10	34	9	22	39	22	12	31	63	42	19	32	23	14
Trmt112	57	66	67	69	111	149	74	80	149	146	111	137	119	65
Prdx5	36	54	66	49	51	130	74	63	156	120	87	90	65	44
Ccdc88b	0	0	0	1	1	0	0	0	0	2	1	0	1	0
Rps6ka4	33	36	35	27	46	73	22	24	64	68	40	78	50	26
LOC110340657	4	12	3	20	10	7	4	5	14	15	6	8	7	5
LOC110341734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a11	5	3	1	5	5	1	0	5	6	4	0	0	2	1
Slc22a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrxn2	10	17	5	28	13	11	4	22	41	34	33	27	16	12
Rasgrp2	51	78	70	74	56	63	40	40	75	96	107	122	119	61
Pygm	7	12	9	16	6	8	2	11	24	17	9	16	9	2
Sf1	29	34	46	40	44	89	47	52	88	88	71	101	88	38
Map4k2	14	26	10	31	36	29	10	15	50	58	30	44	38	19
Men1	9	10	12	18	17	28	12	13	32	31	22	17	15	12
Cdc42bpg	5	7	3	10	15	2	3	13	17	14	5	4	7	5
Ehd1	47	62	41	62	57	109	61	53	98	109	69	85	81	52
LOC110340702	0	1	1	6	2	1	0	1	6	3	0	2	0	0
Atg2a	8	12	10	11	10	20	14	7	18	22	17	19	22	12
Ppp2r5b	4	6	7	8	11	12	2	6	9	13	8	19	12	10
Gpha2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Majin	7	11	4	8	11	3	1	15	22	21	7	7	4	1
Arl2	26	46	42	53	66	77	47	51	99	105	73	81	64	31
Snx15	25	28	24	23	36	42	18	35	46	62	26	40	40	13
Sac3d1	5	6	7	3	9	15	6	8	15	12	6	11	8	7
Naaladl1	0	1	0	0	0	0	0	2	5	1	0	0	0	0
Cdca5	2	0	1	1	1	4	3	3	4	2	1	1	3	1
Zfpl1	8	13	18	19	17	34	17	10	47	39	19	31	30	11
Tmem262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps51	21	21	21	32	32	48	17	24	55	57	30	52	41	17
Tm7sf2	9	18	21	11	11	21	11	6	15	19	63	71	69	31
Znhit2	8	4	7	7	5	14	8	10	12	11	8	13	14	2
Fau	717	858	892	970	1069	1878	956	997	1822	1881	1338	1879	1687	938
Mrpl49	1	2	1	1	2	0	0	3	5	1	2	0	1	1
Slc22a20	2	9	6	14	17	3	4	11	19	24	5	3	3	0
Pola2	18	44	10	57	39	12	13	33	88	70	16	24	23	13
LOC110341735	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep2	25	31	23	37	35	34	19	24	50	63	44	69	49	27
LOC110340747	1	3	1	4	4	1	0	5	5	10	0	1	2	0
Dpf2	24	37	34	46	41	67	25	42	83	80	51	56	58	31
Tigd3	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Slc25a45	0	8	1	2	2	5	3	2	11	5	3	4	1	1
Frmd8	16	18	14	30	36	38	28	18	59	55	38	49	36	27
LOC110341736	0	1	0	4	0	1	0	1	2	1	1	0	0	0
Scyl1	13	29	21	28	30	54	25	13	58	45	39	44	37	11
Ltbp3	11	25	13	27	36	28	15	15	42	44	22	34	27	14
Sssca1	15	30	24	28	22	66	23	17	37	47	52	67	53	23
Fam89b	49	59	34	48	62	113	43	40	98	90	71	113	87	47
Ehbp1l1	14	26	24	24	43	55	31	47	58	72	47	66	48	25
Kcnk7	2	0	3	5	8	0	0	1	12	9	4	0	0	2
Map3k11	14	27	22	27	31	52	19	20	58	58	38	67	63	21
Pcnx3	15	23	8	33	32	12	4	14	52	49	12	14	12	7
Sipa1	19	19	14	32	40	44	28	26	60	66	46	58	43	20
Rela	29	31	34	54	53	110	45	30	125	105	76	96	87	37
Kat5	19	14	9	21	30	18	10	21	42	32	16	18	22	5
Rnaseh2c	11	21	34	29	25	46	19	12	28	59	44	26	35	23
Ap5b1	3	2	1	2	1	8	0	4	5	6	4	4	5	1
Ovol1	2	3	4	13	11	1	2	9	16	10	5	5	4	1
LOC106021364	9	14	7	35	28	12	8	18	56	31	14	14	23	11
LOC101837550	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mus81	8	4	6	20	12	20	11	5	14	15	9	13	9	6
Efemp2	15	12	5	21	17	9	3	12	31	26	17	10	11	6
Ctsw	2	2	0	1	1	5	4	5	3	2	1	7	3	1
Fibp	36	46	50	41	56	96	42	51	80	92	61	81	54	41
Ccdc85b	7	10	8	11	8	24	7	7	11	19	28	25	21	13
Fosl1	1	8	1	7	6	3	0	6	4	16	2	7	1	0
CUNH11orf68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835201	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101835456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835889	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tsga10ip	9	4	3	11	4	6	2	3	20	9	3	4	3	1
Sart1	17	20	12	20	22	61	15	22	53	57	37	53	63	16
Eif1ad	6	8	9	16	11	22	14	8	16	9	11	26	9	10
Banf1	71	84	107	89	129	170	79	104	185	220	124	186	182	102
Cst6	9	13	8	8	16	14	7	13	11	13	11	26	19	13
Catsper1	2	1	0	5	3	0	0	5	10	4	0	1	0	0
Gal3st3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b2	54	65	77	76	84	180	93	84	126	157	107	187	143	73
Pacs1	38	112	39	110	150	54	31	116	263	191	69	85	91	47
Klc2	8	16	4	7	11	36	12	12	14	23	13	32	30	10
Rab1b	0	0	0	1	0	0	0	0	0	2	0	0	0	0
Cnih2	2	1	0	0	1	4	0	0	1	4	1	3	0	0
Yif1a	15	28	20	26	21	46	29	29	64	56	34	44	32	14
Tmem151a	0	3	4	3	3	5	2	1	4	2	4	1	1	2
Cd248	2	5	3	3	4	3	7	2	3	9	8	17	9	6
Rin1	0	1	0	1	2	4	4	1	1	5	1	2	0	1
LOC110340802	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Brms1	10	10	8	21	17	25	12	18	27	29	13	20	18	9
B4gat1	1	1	4	1	3	6	2	1	4	4	3	6	7	2
Trnas-gcu	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Slc29a2	4	3	0	10	9	4	2	7	13	12	0	4	3	0
Npas4	3	7	1	5	3	2	0	3	12	9	3	4	0	1
LOC101840861	1	2	0	0	2	0	0	1	2	1	0	3	1	1
Peli3	0	2	0	0	0	2	1	1	3	1	1	4	1	2
Dpp3	24	23	18	30	37	47	19	36	57	51	22	35	35	20
Bbs1	11	29	7	38	35	21	11	33	55	46	13	24	14	6
Zdhhc24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actn3	1	0	0	0	0	2	0	1	2	1	0	2	1	0
Ctsf	1	2	2	7	4	7	5	4	8	10	2	6	6	3
Ccdc87	1	1	1	0	2	1	0	1	0	0	0	0	0	0
Ccs	18	23	18	26	36	54	19	16	41	51	34	63	55	22
LOC101843260	66	95	71	150	115	97	64	100	220	191	115	162	169	70
LOC101822619	6	9	4	7	12	11	5	7	14	21	6	7	9	3
Sptbn2	4	21	9	30	21	7	2	18	35	31	3	6	6	1
LOC106020945	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC110340835	0	1	0	0	0	0	0	1	0	1	0	0	1	0
CUNH11orf80	14	51	11	67	57	14	6	48	118	88	21	26	13	5
Rce1	3	3	7	7	2	2	6	3	4	11	11	7	7	3
Pc	12	25	6	30	29	9	7	22	38	36	7	7	7	4
Lrfn4	0	0	4	2	5	2	2	2	3	8	3	4	3	2
CUNH11orf86	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101825098	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Syt12	6	11	7	25	24	4	1	19	43	32	4	7	7	2
LOC110340861	0	0	0	1	0	0	0	1	0	2	0	1	0	0
Rhod	10	12	13	21	21	23	11	13	33	27	19	26	17	9
LOC106021491	0	0	0	1	1	2	1	2	3	2	0	2	0	0
Kdm2a	10	31	12	56	42	13	15	41	87	54	15	16	15	8
Grk2	4	14	9	15	14	15	5	13	39	29	8	13	14	3
Ankrd13d	5	4	2	9	6	2	2	1	14	5	5	4	4	3
Ssh3	3	10	11	19	13	19	3	7	16	16	12	13	5	10
Pold4	30	31	34	33	53	68	39	35	77	83	52	75	52	32
Clcf1	4	3	4	1	5	1	2	5	5	6	5	6	6	6
Rad9a	0	3	4	8	11	4	7	10	21	14	2	5	4	2
Ppp1ca	150	190	174	163	206	377	191	177	344	385	273	344	319	154
Tbc1d10c	7	13	3	9	7	10	5	2	9	21	10	12	7	7
Carns1	7	11	11	28	18	12	8	8	40	27	27	35	36	10
Rps6kb2	5	7	8	11	9	23	8	13	24	34	15	13	18	6
Ptprcap	11	11	12	10	13	28	23	7	24	27	29	59	47	27
Coro1b	35	44	57	73	56	153	101	103	228	196	80	112	89	52
Gpr152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829480	0	2	1	1	0	1	0	0	1	4	0	0	0	1
Tmem134	14	25	29	26	32	57	41	39	86	87	32	54	36	19
Aip	26	25	38	42	44	81	44	39	82	88	59	87	51	34
Pitpnm1	7	8	8	23	17	13	11	11	32	38	15	28	20	4
Cdk2ap2	49	71	66	57	94	140	78	70	141	134	103	138	123	60
Cabp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101840758	1	0	1	0	0	1	0	0	4	2	0	0	1	1
Gstp1	453	549	558	553	683	1233	618	599	1052	1154	822	1066	898	533
Ndufv1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
LOC101841575	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101841840	3	11	2	16	19	3	3	13	23	21	6	4	3	3
Nudt8	19	22	15	24	24	38	21	23	37	29	38	47	36	15
Tbx10	2	6	1	4	13	1	0	3	13	7	2	1	2	2
Acy3	1	2	4	7	3	5	5	6	7	6	9	10	11	3
LOC101832760	0	0	0	1	2	0	0	1	2	0	0	0	1	0
Unc93b1	19	17	16	33	19	78	38	46	131	91	20	34	29	15
Aldh3b1	18	23	13	37	23	22	10	16	46	54	25	18	24	5
Ndufs8	47	69	48	70	79	169	75	61	155	151	92	128	110	54
Chka	5	6	3	19	19	5	0	18	44	41	7	9	11	4
Kmt5b	27	43	34	85	66	75	26	44	120	104	63	75	71	18
LOC101842649	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC110341747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUNH11orf24	13	19	13	26	24	14	12	22	50	33	13	22	16	12
Lrp5	13	11	9	27	21	13	3	29	30	36	14	24	14	8
LOC101833969	6	18	9	19	18	25	13	16	35	31	18	30	19	9
Ppp6r3	34	45	23	60	68	62	29	44	112	127	55	70	68	36
Gal	1	5	3	9	7	9	4	7	15	7	0	7	7	0
Tesmin	1	3	4	5	8	2	1	4	12	4	2	1	4	2
Cpt1a	1	2	8	7	8	4	2	6	14	12	6	3	4	1
Mrpl21	16	28	27	24	24	30	31	35	68	56	40	48	36	20
Ighmbp2	17	13	14	18	18	28	11	17	13	27	25	40	29	15
Mrgprd	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mrgprf	1	0	0	1	0	2	1	1	0	1	0	2	1	1
Tpcn2	5	3	6	6	6	10	5	6	11	11	6	10	12	6
LOC101837284	27	39	29	18	36	83	36	35	80	70	35	71	59	21
LOC101844232	11	11	5	26	26	6	1	16	45	31	1	3	9	1
Ccnd1	246	396	417	440	422	770	315	269	525	796	1029	1468	1192	652
Oraov1	3	0	2	2	0	9	2	3	8	7	7	4	8	2
Fgf19	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC106021039	0	1	0	1	0	0	0	1	0	0	2	1	0	0
Fgf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110340159	1	2	2	4	0	1	2	1	2	2	1	1	1	1
Fgf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101844768	1	3	0	0	0	0	0	0	3	2	0	0	0	0
Ano1	28	38	25	82	55	24	21	58	106	92	54	59	70	28
Fadd	14	16	17	27	23	46	18	17	43	55	31	31	35	16
Ppfia1	25	60	35	61	54	66	24	43	81	81	64	71	73	39
Cttn	39	51	47	45	45	91	40	33	68	96	76	97	89	34
Shank2	17	45	20	62	56	19	7	52	86	72	23	23	24	7
Dhcr7	8	9	7	10	14	17	10	10	23	22	6	12	13	9
Nadsyn1	4	11	5	17	9	12	4	11	19	15	3	7	11	6
Mrgpre	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprg	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl5	3	21	17	21	26	29	12	29	45	45	16	25	23	16
LOC101822968	0	1	0	0	1	2	0	5	5	1	1	2	4	0
